"","book","release","chapter","page","variable_name","old_name","order","vector","item_id","lrn_question_reference","lrn_activity_reference","lrn_question_position","item_type","lrn_type","prompt","lrn_option_0","lrn_option_1","lrn_option_2","lrn_option_3","lrn_option_4","lrn_option_5","lrn_option_6","lrn_option_7","lrn_option_8","lrn_option_9","lrn_option_10","lrn_option_11"
"1338",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","iv1_1",NA,5,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","I think this class will be interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1339",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","iv2_1",NA,6,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","I will like this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1340",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","cost2_1",NA,7,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","I think I will have to give up too much to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1341",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","cost3_1",NA,8,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","I think this class is going to be too stressful for me","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1342",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","anx_ma_1",NA,1,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","In general, I tend to feel very anxious about mathematics.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1343",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","f1_1",NA,2,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","I look forward to learning more about math, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1344",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","f2_1",NA,3,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","I want to take more math, statistics, or data science classes in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1345",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","f3_1",NA,4,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","I would be interested in having a job someday that involved things like math, science, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1346",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","identity_1",NA,5,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","I see myself as a statistics person.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1347",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","blc1_1",NA,6,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","I matter as a student in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1348",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","blc2_1",NA,7,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","I belong in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1349",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ms1_1",NA,8,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","You can learn new things, but you can't really change your basic statistics ability.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1350",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ms2_1",NA,9,TRUE,"Pre_Survey_1223","8048858f-6224-4fc6-9c5a-fc3122f1f8d9","Pre_Survey_1223",NA,"learnosity-activity","","My statistics ability is something about me that I can't change much.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1351",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","exp2_2",NA,1,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","I expect to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1352",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","uv_f1_2",NA,2,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","What I'm learning in this class will be useful in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1353",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","uv_d1_2",NA,3,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","What we learn in this class is relevant to my everyday life.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1354",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","iv1_2",NA,4,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","My statistics ability is something about me that I can't change very much..","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1355",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","iv2_2",NA,5,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","I like this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1356",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","cost2_2",NA,6,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","I have to give up too much to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1357",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","cost3_2",NA,7,TRUE,"Mid1_EVC","8cfcad51-59b7-4ae3-a7c4-e4f5cafdc37a","Mid1_Survey_1223",NA,"learnosity-activity","","This class is too stressful for me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1358",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","f1_2",NA,1,TRUE,"Mid1_Survey_1223","4702553b-00d0-4cac-ab38-231ba1339276","Mid1_Survey_1223",NA,"learnosity-activity","","I look forward to learning more about math, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1359",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","f2_2",NA,2,TRUE,"Mid1_Survey_1223","4702553b-00d0-4cac-ab38-231ba1339276","Mid1_Survey_1223",NA,"learnosity-activity","","I want to take more math, statistics, or data science classes in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1360",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","f3_2",NA,3,TRUE,"Mid1_Survey_1223","4702553b-00d0-4cac-ab38-231ba1339276","Mid1_Survey_1223",NA,"learnosity-activity","","I would be interested in having a job someday that involves things like math, science, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1361",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","ms1_2",NA,4,TRUE,"Mid1_Survey_1223","4702553b-00d0-4cac-ab38-231ba1339276","Mid1_Survey_1223",NA,"learnosity-activity","","You can learn new things, but you can't really change your basic statistics ability.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1362",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","im1_2",NA,5,TRUE,"Mid1_Survey_1223","4702553b-00d0-4cac-ab38-231ba1339276","Mid1_Survey_1223",NA,"learnosity-activity","","My instructor seems to believe that students have a certain amount of statistics ability, and they really can't do much to change it.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1363",NA,"v5.4","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","im2_2",NA,6,TRUE,"Mid1_Survey_1223","4702553b-00d0-4cac-ab38-231ba1339276","Mid1_Survey_1223",NA,"learnosity-activity","","My instructor seems to believe that students can learn new things, but they can't really change their statistics ability.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1364",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","exp2_3",NA,1,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","I expect to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1365",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","uv_f1_3",NA,2,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","What I'm learning in this class will be useful in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1366",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","uv_d1_3",NA,3,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","What we learn in this class is relevant to my everyday life.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1367",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","iv1_3",NA,4,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","I think this class is interesting","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1368",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","iv2_3",NA,5,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","I like this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1369",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","cost2_3",NA,6,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","I have to give up too much to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1370",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","cost3_3",NA,7,TRUE,"Mid2_EVC","d1815d15-b352-45b2-9f03-abe687917406","Mid2_Survey_1223",NA,"learnosity-activity","","This class is too stressful for me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1371",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","f1_3",NA,1,TRUE,"Mid2_Survey_1223","39febc09-5517-4d35-a8cd-c48e4e443b4b","Mid2_Survey_1223",NA,"learnosity-activity","","I look forward to learning more about math, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1372",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","f2_3",NA,2,TRUE,"Mid2_Survey_1223","39febc09-5517-4d35-a8cd-c48e4e443b4b","Mid2_Survey_1223",NA,"learnosity-activity","","I want to take more math, statistics, or data science classes in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1373",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","f3_3",NA,3,TRUE,"Mid2_Survey_1223","39febc09-5517-4d35-a8cd-c48e4e443b4b","Mid2_Survey_1223",NA,"learnosity-activity","","I would be interested in having a job someday that involves things like math, science, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1374",NA,"v5.4","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","ms1_3",NA,4,TRUE,"Mid2_Survey_1223","39febc09-5517-4d35-a8cd-c48e4e443b4b","Mid2_Survey_1223",NA,"learnosity-activity","","You can learn new things, but you can't really change your basic math ability.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1375",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","exp1_4",NA,1,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","I am confident I can learn the material in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1376",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","exp2_4",NA,2,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","I expect to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1377",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_f1_4",NA,3,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","What I'm learning in this class will be useful in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1378",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_d1_4",NA,4,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","What we learn in this class is relevant to my everyday life.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1379",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","iv1_4",NA,5,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1380",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","iv2_4",NA,6,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","I like this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1381",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","cost2_4",NA,7,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","I have to give up too much to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1382",NA,"v5.4","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","cost3_4",NA,8,TRUE,"Post_EVC","96406e57-9e35-43fa-8655-a5875e956bff","Post_Survey_1223",NA,"learnosity-activity","","This class is too stressful for me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
